4.2226175894436642E-05 + 0i
0.00055520077786434536 + 0i
0.0031892674081207576 + 0i
0.01138901230312837 + 0i
0.029478915643242811 + 0i
0.060247569538209853 + 0i
0.1024855719332797 + 0i
0.15008685963141696 + 0i
0.1931003079252176 + 0i
0.21999824718922362 + 0i
0.22056420649488945 + 0i
0.18887114565698154 + 0i
0.12518120791804555 + 0i
0.035817594756036297 + 0i
-0.068673372269448585 + 0i
-0.17592389650105011 + 0i
-0.27380149719631186 + 0i
-0.35193300984413556 + 0i
-0.40285184996575696 + 0i
-0.42267738695095725 + 0i
-0.41102137278568307 + 0i
-0.37015252999257697 + 0i
-0.30396166246295442 + 0i
-0.21728064487752929 + 0i
-0.11564501323970999 + 0i
-0.0051866134448064205 + 0i
0.10765793442377958 + 0i
0.21667499474299834 + 0i
0.31653966647486931 + 0i
0.40342134885817371 + 0i
0.47510357090477667 + 0i
0.53027765324975351 + 0i
0.56726841963049002 + 0i
0.58289123672363385 + 0i
0.57204173096572863 + 0i
0.52832647620623407 + 0i
0.44576235724020669 + 0i
0.32120744062434226 + 0i
0.15676002354684271 + 0i
-0.038752832071014653 + 0i
-0.24969630618606242 + 0i
-0.45508398156796082 + 0i
-0.63148994030002648 + 0i
-0.75684292908368267 + 0i
-0.81403846478066644 + 0i
-0.79358844979975629 + 0i
-0.6952618446218537 + 0i
-0.52885955795359241 + 0i
-0.3138284235108646 + 0i
-0.077150568846784395 + 0i
0.15061420115380741 + 0i
0.34034122981091119 + 0i
0.46901580117957842 + 0i
0.52288418957752913 + 0i
0.49864802862620694 + 0i
0.40301800428539591 + 0i
0.25112977570090456 + 0i
0.063926127395023791 + 0i
-0.13546456241353466 + 0i
-0.32557730920110295 + 0i
-0.48927251847987652 + 0i
-0.61442346655690816 + 0i
-0.69334118036155878 + 0i
-0.72230465544616695 + 0i
-0.70165263655127319 + 0i
-0.6356387252736182 + 0i
-0.53128278096196579 + 0i
-0.39673799052608949 + 0i
-0.24046291368677886 + 0i
-0.071730042166535446 + 0i
0.098452034513787368 + 0i
0.25755763448983027 + 0i
0.39339728998373191 + 0i
0.49645831566971088 + 0i
0.56124689730179345 + 0i
0.58626278840359447 + 0i
0.57342268560044918 + 0i
0.52771974897970786 + 0i
0.45688575881902338 + 0i
0.37029091810120462 + 0i
0.27706000643658513 + 0i
0.18446894814179515 + 0i
0.097655000680106241 + 0i
0.020526086101366303 + 0i
-0.04316042752008542 + 0i
-0.089427575975403073 + 0i
-0.11446676413435597 + 0i
-0.11527519193068336 + 0i
-0.090187953232089058 + 0i
-0.039398407098543586 + 0i
0.03428783660503143 + 0i
0.12460482109233695 + 0i
0.22154306001389479 + 0i
0.31218926684968018 + 0i
0.38256700912003261 + 0i
0.41992826155004259 + 0i
0.41504284117089263 + 0i
0.36415441715353047 + 0i
0.2701893349117519 + 0i
0.14282730216029904 + 0i
-0.0026886966997103912 + 0i
-0.14782990990862732 + 0i
-0.27376829684096737 + 0i
-0.36451973455168485 + 0i
-0.40959324580982148 + 0i
-0.40560286713716653 + 0i
-0.35657708174813596 + 0i
-0.27298109831918271 + 0i
-0.16968639113878492 + 0i
-0.063306141820739015 + 0i
0.030590668292965972 + 0i
0.09991399280414015 + 0i
0.13773425300802344 + 0i
0.14287448086812393 + 0i
0.11930766020691674 + 0i
0.074684454146392021 + 0i
0.018603476161148436 + 0i
-0.03891220439700227 + 0i
-0.088637613123342618 + 0i
-0.12316109175038559 + 0i
-0.1376625836726606 + 0i
-0.13022559566811776 + 0i
-0.10154577482023663 + 0i
-0.054244100529587058 + 0i
0.0077753285050623511 + 0i
0.079638947154890616 + 0i
0.15574612614968242 + 0i
0.23047955923170438 + 0i
0.29942886217470122 + 0i
0.3604783495722681 + 0i
0.41394625129699492 + 0i
0.46142706335503059 + 0i
0.50376082811602219 + 0i
0.53904237852829384 + 0i
0.56150977606164121 + 0i
0.56185306657243617 + 0i
0.52910009651783585 + 0i
0.45356760840003751 + 0i
0.32981775135656854 + 0i
0.15882020668676167 + 0i
-0.050763757317453084 + 0i
-0.28216538947549807 + 0i
-0.51150813610946955 + 0i
-0.71080322750917801 + 0i
-0.85261203701587363 + 0i
-0.91517099976163152 + 0i
-0.88671889810835225 + 0i
-0.76818808243577941 + 0i
-0.57375511289025916 + 0i
-0.32908230839170827 + 0i
-0.067512463777017473 + 0i
0.17522289885800291 + 0i
0.36686638402692218 + 0i
0.48368723072011832 + 0i
0.51346473488079525 + 0i
0.45611936007057707 + 0i
0.32266990824432717 + 0i
0.13320303379867049 + 0i
-0.086184189164914216 + 0i
-0.30772160545710925 + 0i
-0.50683161846330016 + 0i
-0.66566288956800435 + 0i
-0.77393040602709817 + 0i
-0.82754485090909213 + 0i
-0.82680455426064192 + 0i
-0.775504349222917 + 0i
-0.6807179387781126 + 0i
-0.55205986105283067 + 0i
-0.40003503623199244 + 0i
-0.23450091573972287 + 0i
-0.064497556633799746 + 0i
0.1007001769657272 + 0i
0.25091404109035587 + 0i
0.37596705692907317 + 0i
0.46754910211472733 + 0i
0.52050352580521952 + 0i
0.5329216729803754 + 0i
0.50586212896528737 + 0i
0.44359957940319816 + 0i
0.35405863710283736 + 0i
0.2481758273131669 + 0i
0.1376970477757713 + 0i
0.032660188933592904 + 0i
-0.059649418973096502 + 0i
-0.13385888658774014 + 0i
-0.18512189068837187 + 0i
-0.20887384471506987 + 0i
-0.20198990157123914 + 0i
-0.16404082262964537 + 0i
-0.097487249728374969 + 0i
-0.0071540800340861299 + 0i
0.099862463519236666 + 0i
0.21361034241666355 + 0i
0.32106069416264482 + 0i
0.40729981112118852 + 0i
0.45804361769193269 + 0i
0.46240457254165701 + 0i
0.41495121987698269 + 0i
0.31687730281495208 + 0i
0.17654588100645219 + 0i
0.0093851350775420173 + 0i
-0.1635544142719576 + 0i
-0.31897345079810924 + 0i
-0.43590818915108764 + 0i
-0.4997017452936352 + 0i
-0.50399512884729214 + 0i
-0.45081773046330698 + 0i
-0.34968249842975707 + 0i
-0.21619499290907296 + 0i
-0.069995923218963085 + 0i
0.068165278703530952 + 0i
0.17982663580912739 + 0i
0.25175834480302939 + 0i
0.27765416051928593 + 0i
0.2584125461701996 + 0i
0.20141022605573422 + 0i
0.11914623267032809 + 0i
0.027234987326700377 + 0i
-0.058280602979562168 + 0i
-0.12374065430838588 + 0i
-0.15984598985594012 + 0i
-0.16229543007984759 + 0i
-0.131452021444737 + 0i
-0.071721662172170575 + 0i
0.0091103451345757591 + 0i
0.10085625530761444 + 0i
0.19248477327059454 + 0i
0.27406212911004602 + 0i
0.33851752996329054 + 0i
0.38275557120076087 + 0i
0.40797039141205005 + 0i
0.41920310533393668 + 0i
0.42404144590062032 + 0i
0.43031191977861383 + 0i
0.44304422703921453 + 0i
0.4617160649102594 + 0i
0.47925814412002588 + 0i
0.48368275889530477 + 0i
0.46154410821004532 + 0i
0.40139520278975738 + 0i
0.29621317155588844 + 0i
0.14522305092053411 + 0i
-0.044371881121569423 + 0i
-0.25639991487602742 + 0i
-0.46674662233914355 + 0i
-0.64698257120491554 + 0i
-0.76982985274058024 + 0i
-0.81481020251869518 + 0i
